# Owned Arena pool for The Cabbage Merchant (mono-G identity, brawl-legal). Collection = DB export 2026-07-02 UNION snapshot verify-2026-09-10/arena-collection-0911.txt (2026-09-11) UNION the current deck decks/brawl/cabbage-merchant-current.txt (2026-09-18). Corpus = 2001 Cabbage Merchant decks (VPS, 2026-09-14).
# inc% = share of those decks running the card | lift = corpus lift vs baseline (higher = more commander-specific) | q = copies owned
# legality: legal = Brawl-legal per card DB | deck = in the current Arena Brawl deck (proven playable; DB may say otherwise) | side = in the current Arena sideboard pile (proven owned) | db:not_legal = owned but the card DB says not Brawl-legal (often stale for Arena-only additions; use only if you KNOW it is on Arena Brawl and flag it)
# inc% | lift | q | legality | name | cost | cmc | type | rarity | oracle

95.7 | 3.10 | 1 | deck | Peregrin Took | {2}{G} | 3 | Legendary Creature — Halfling Citizen | uncommon | If one or more tokens would be created under your control, those tokens plus an additional Food token are created instead. (It's an artifact with "{2}, {T}, Sacrifice this token: You gain 3 life.") Sacrifice three Foods: Draw a card.
0.0 | - | 4 | legal | Foraging Wickermaw | {2} | 2 | Artifact Creature — Scarecrow | common | When this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.) {1}: Add one mana of any color. This creature becomes that color until end of turn. Activate only once each turn.
0.0 | - | 1 | legal | Fountainport Charmer | {1}{G} | 2 | Creature — Frog Bard | uncommon | Offspring {2} When Fountainport Charmer enters, creature cards in your hand perpetually gain "This spell costs {1} less to cast."
0.0 | - | 1 | legal | Fuel Tank Feaster | {1}{G} | 2 | Creature — Ooze Druid | uncommon | At the beginning of your first main phase, a random creature card with the greatest mana value among creature cards in your hand perpetually gains "This spell costs {1} less to cast." {T}: Add one mana of any color.
0.0 | - | 1 | legal | Gather the Pack | {1}{G} | 2 | Sorcery | uncommon | Reveal the top five cards of your library. You may put a creature card from among them into your hand. Put the rest into your graveyard. Spell mastery — If there are two or more instant and/or sorcery cards in your graveyard, put up to two creature cards from among the revealed cards into your hand instead of one.
0.0 | - | 1 | legal | Glaive of the Guildpact | {2} | 2 | Artifact — Equipment | uncommon | Equipped creature gets +1/+0 for each Gate you control and has vigilance and menace. (A creature with menace can't be blocked except by two or more creatures.) Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 3 | legal | Glimmerlight | {2} | 2 | Artifact — Equipment | common | When this Equipment enters, create a 1/1 white Glimmer enchantment creature token. Equipped creature gets +1/+1. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 1 | legal | Graceful Takedown | {1}{G} | 2 | Sorcery | uncommon | Any number of target enchanted creatures you control and up to one other target creature you control each deal damage equal to their power to target creature you don't control.
0.0 | - | 1 | legal | Gravestone Strider | {2} | 2 | Artifact Creature — Golem | common | {1}: Add one mana of any color. Activate only once each turn. {2}, Exile this card from your graveyard: Exile target card from a graveyard.
0.0 | - | 1 | legal | Great Fang Chroniclers | {1}{G} | 2 | Creature — Ape Druid | uncommon | Double team {3}{G}: Conjure a card named Muraganda Petroglyphs onto the battlefield, then this creature loses this ability. Activate only as a sorcery.
0.0 | - | 4 | legal | Greenwood Sentinel | {1}{G} | 2 | Creature — Elf Scout | common | Vigilance (Attacking doesn't cause this creature to tap.)
0.0 | - | 3 | legal | Grow Extra Arms | {1}{G} | 2 | Instant | common | This spell costs {1} less to cast if it targets a Spider. Target creature gets +4/+4 until end of turn.
0.0 | - | 1 | legal | Guardian Idol | {2} | 2 | Artifact | uncommon | This artifact enters tapped. {T}: Add {C}. {2}: This artifact becomes a 2/2 Golem artifact creature until end of turn.
0.0 | - | 4 | legal | Guardian of the Halls | {1}{G} | 2 | Creature — Elf Soldier | common | Trample {5}{G}{G}: Put three +1/+1 counters on this creature.
0.0 | - | 1 | legal | Guerrilla Gorilla | {1}{G} | 2 | Creature — Ape Soldier Hero | common | Reach Sacrifice this creature: Destroy target noncreature artifact or noncreature enchantment. Activate only as a sorcery.
0.0 | - | 1 | legal | Guidelight Matrix | {2} | 2 | Artifact | common | When this artifact enters, draw a card. {2}, {T}: Target Mount you control becomes saddled until end of turn. Activate only as a sorcery. {2}, {T}: Target Vehicle you control becomes an artifact creature until end of turn.
0.0 | - | 1 | side | Hardbristle Bandit | {1}{G} | 2 | Creature — Plant Rogue | common | {T}: Add one mana of any color. Whenever you commit a crime, untap this creature. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)
0.0 | - | 2 | legal | Harrowing Swarm | {1}{G} | 2 | Sorcery | uncommon | Manifest dread. Then each face-down creature you control gains "This permanent costs {2} less to turn face up" and "When this permanent is turned face up, if it's a creature, put a +1/+1 counter on it."
0.0 | - | 1 | legal | Hellcat, Undying Vigilante | {G}{G} | 2 | Legendary Creature — Human Hero | uncommon | Haste When Hellcat dies, return her to the battlefield under her owner's control with a +1/+1 counter on her. She loses all abilities and gains haste.
0.0 | - | 1 | legal | Hydra Trainer | {1}{G} | 2 | Creature — Human Warrior | uncommon | You may exert this creature as it attacks. When you do, target creature gets +X/+X until end of turn, where X is the number of counters on permanents you control. (An exerted creature won't untap during your next untap step.) {2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)
0.0 | - | 1 | legal | Idol of False Gods | {2} | 2 | Kindred Artifact — Eldrazi | uncommon | {1}{C}, {T}: Create a 0/1 colorless Eldrazi Spawn creature token with "Sacrifice this token: Add {C}." Whenever another Eldrazi you control dies, put a +1/+1 counter on this artifact. As long as this artifact has eight or more +1/+1 counters on it, it's a 0/0 creature in addition to its other types and it has annihilator 2.
0.0 | - | 3 | legal | Infirmary Healer // Stream of Life | {1}{G} // {X}{G} | 2 | Creature — Cat Cleric // Sorcery | uncommon | This creature enters prepared. (While it's prepared, you may cast a copy of its spell. Doing so unprepares it.) // Target player gains X life.
0.0 | - | 1 | legal | Intrepid Stablemaster | {1}{G} | 2 | Creature — Human Scout | uncommon | Reach {T}: Add {G}. {T}: Add two mana of any one color. Spend this mana only to cast Mount or Vehicle spells.
0.0 | - | 4 | legal | Intrepid Tenderfoot | {1}{G} | 2 | Creature — Insect Citizen | common | {3}: Put a +1/+1 counter on this creature. Activate only as a sorcery.
0.0 | - | 3 | legal | Jibbirik Omnivore | {1}{G} | 2 | Creature — Beast | common | 
0.0 | - | 1 | legal | Jukai Trainee | {1}{G} | 2 | Creature — Human Samurai | common | Whenever this creature blocks or becomes blocked, it gets +1/+1 until end of turn.
0.0 | - | 1 | legal | Knight of Wundagore | {1}{G} | 2 | Creature — Cat Knight Villain | common | Trample Whenever you put a +1/+1 counter on another creature, put a +1/+1 counter on this creature. This ability triggers only once each turn.
0.0 | - | 2 | legal | Kraven's Cats | {1}{G} | 2 | Creature — Cat Villain | common | {2}{G}: This creature gets +2/+2 until end of turn. Activate only once each turn.
0.0 | - | 1 | legal | Leaf-Crowned Visionary | {G}{G} | 2 | Creature — Elf Druid | rare | Other Elves you control get +1/+1. Whenever you cast an Elf spell, you may pay {G}. If you do, draw a card.
0.0 | - | 1 | legal | Leafcrown Dryad | {1}{G} | 2 | Enchantment Creature — Nymph Dryad | common | Bestow {3}{G} (If you cast this card for its bestow cost, it's an Aura spell with enchant creature. It becomes a creature again if it's not attached.) Reach Enchanted creature gets +2/+2 and has reach.
0.0 | - | 4 | legal | Lumaret's Favor | {1}{G} | 2 | Instant | uncommon | Infusion — When you cast this spell, copy it if you gained life this turn. You may choose new targets for the copy. Target creature gets +2/+4 until end of turn.
0.0 | - | 2 | legal | Lurking Lizards | {1}{G} | 2 | Creature — Lizard Villain | common | Trample Whenever you cast a spell with mana value 4 or greater, put a +1/+1 counter on this creature.
0.0 | - | 4 | legal | Lys Alana Dignitary | {1}{G} | 2 | Creature — Elf Advisor | uncommon | As an additional cost to cast this spell, behold an Elf or pay {2}. (To behold an Elf, choose an Elf you control or reveal an Elf card from your hand.) {T}: Add {G}{G}. Activate only if there is an Elf card in your graveyard.
0.0 | - | 4 | legal | Lys Alana Informant | {1}{G} | 2 | Creature — Elf Scout | common | When this creature enters or dies, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
0.0 | - | 4 | legal | Mage Tower Referee | {2} | 2 | Artifact Creature — Construct | common | Whenever you cast a multicolored spell, put a +1/+1 counter on this creature.
0.0 | - | 4 | legal | Midnight Tilling | {1}{G} | 2 | Instant | common | Mill four cards, then you may return a permanent card from among them to your hand. (To mill four cards, put the top four cards of your library into your graveyard.)
0.0 | - | 4 | legal | Mindful Biomancer | {1}{G} | 2 | Creature — Dryad Druid | common | When this creature enters, you gain 1 life. {2}{G}: This creature gets +2/+2 until end of turn. Activate only once each turn.
0.0 | - | 3 | legal | Monk's Fist | {2} | 2 | Artifact — Equipment | common | Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.) Equipped creature gets +1/+0 and is a Monk in addition to its other types. Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)
0.0 | - | 1 | legal | Monstrous Emergence | {1}{G} | 2 | Sorcery | common | As an additional cost to cast this spell, choose a creature you control or reveal a creature card from your hand. Monstrous Emergence deals damage equal to the power of the creature you chose or the card you revealed to target creature.
0.0 | - | 1 | legal | Moon-Boy, Dino Rider | {1}{G} | 2 | Legendary Creature — Ape Human | uncommon | Dinosaur spells you cast cost {1} less to cast. Whenever Moon-Boy attacks while you control a Dinosaur, Moon-Boy gets +1/+1 until end of turn.
0.0 | - | 4 | legal | Morcant's Eyes | {1}{G} | 2 | Kindred Enchantment — Elf | uncommon | At the beginning of your upkeep, surveil 1. (Look at the top card of your library. You may put it into your graveyard.) {4}{G}{G}, Sacrifice this enchantment: Create X 2/2 black and green Elf creature tokens, where X is the number of Elf cards in your graveyard. Activate only as a sorcery.
0.0 | - | 1 | legal | Myr Sire | {2} | 2 | Artifact Creature — Phyrexian Myr | common | When this creature dies, create a 1/1 colorless Phyrexian Myr artifact creature token.
0.0 | - | 4 | legal | Nessian Hornbeetle | {1}{G} | 2 | Creature — Insect | uncommon | At the beginning of combat on your turn, if you control another creature with power 4 or greater, put a +1/+1 counter on this creature.
0.0 | - | 1 | legal | Nissa's Triumph | {G}{G} | 2 | Sorcery | uncommon | Search your library for up to two basic Forest cards. If you control a Nissa planeswalker, instead search your library for up to three land cards. Reveal those cards, put them into your hand, then shuffle.
0.0 | - | 4 | legal | Old Thrush | {2} | 2 | Creature — Bird | common | Flying When this creature enters, you gain 2 life. You may search your library for a basic land card, reveal it, then shuffle and put that card on top.
0.0 | - | 3 | legal | Opulent Clomper | {1}{G} | 2 | Creature — Ouphe | uncommon | Vivid — Opulent Clomper's power and toughness are each equal to the number of colors among permanents you control. At the beginning of your upkeep, if this creature isn't all colors, it becomes a random color that it isn't in addition to its other colors.
0.0 | - | 4 | side | Ordeal of Nylea | {1}{G} | 2 | Enchantment — Aura | uncommon | Enchant creature Whenever enchanted creature attacks, put a +1/+1 counter on it. Then if it has three or more +1/+1 counters on it, sacrifice this Aura. When you sacrifice this Aura, search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle.
0.0 | - | 1 | legal | Orochi Merge-Keeper | {1}{G} | 2 | Creature — Snake Druid | uncommon | {T}: Add {G}. As long as this creature is modified, it has "{T}: Add {G}{G}." (Equipment, Auras you control, and counters are modifications.)
0.0 | - | 1 | legal | Overgrown Zealot | {1}{G} | 2 | Creature — Elf Druid | uncommon | {T}: Add one mana of any color. {T}: Add two mana of any one color. Spend this mana only to turn permanents face up.
0.0 | - | 4 | legal | Page, Loose Leaf | {2} | 2 | Legendary Artifact Creature — Construct | common | {T}: Add {C}. Grandeur — Discard another card named Page, Loose Leaf: Reveal cards from the top of your library until you reveal an instant or sorcery card. Put that card into your hand and the rest on the bottom of your library in a random order.
